IDs	baseMean	log2FoldChange	lfcSE	pvalue	padj
TRINITY_DN9637_c0_g1	6.38013026	0.057525885	0.213481966	0.416914539	NA
TRINITY_DN71_c8_g1	6.474715553	0.057426118	0.214683174	0.41648969	NA
TRINITY_DN3063_c1_g1	6.537644965	0.057389494	0.214350536	0.417034812	NA
TRINITY_DN1283_c1_g1	113.277306	0.057361427	0.106124884	0.432138589	0.844738321
TRINITY_DN3406_c0_g1	13.43444166	0.057321255	0.179256075	0.435601837	0.846537371
TRINITY_DN4610_c0_g1	12.55177722	0.057300223	0.188846798	0.432886074	0.845206885
TRINITY_DN2988_c0_g1	46.1568136	0.057223639	0.131977888	0.442451153	0.851891203
TRINITY_DN523_c0_g1	4.640581406	0.057178956	0.228903652	0.401353578	NA
TRINITY_DN5534_c0_g1	3.389982022	0.057099369	0.240282126	0.381720129	NA
TRINITY_DN5363_c0_g1	3.951354552	0.057094002	0.235267017	0.391513841	NA
TRINITY_DN12292_c0_g1	12.02150139	0.057047819	0.185166894	0.435874503	0.846572807
TRINITY_DN3319_c0_g2	7.228594559	0.057040545	0.212946891	0.420594156	NA
TRINITY_DN2734_c0_g2	2.780200445	0.057009482	0.248892905	0.361444487	NA
TRINITY_DN2152_c0_g1	47.21223007	0.056991105	0.133300152	0.444181927	0.852511754
TRINITY_DN4235_c0_g1	2.007223072	0.056955814	0.261803127	0.31758371	NA
TRINITY_DN2094_c0_g1	12.98093416	0.056942077	0.188558315	0.435480039	0.846537371
TRINITY_DN2823_c0_g1	5.562615671	0.056922728	0.220178976	0.414209729	NA
TRINITY_DN11617_c0_g1	5.510041016	0.056907681	0.219961087	0.41455004	NA
TRINITY_DN8491_c0_g1	1.217354804	0.056895717	0.279417512	0.215266252	NA
TRINITY_DN4970_c0_g1	7.974006519	0.056884626	0.205246899	0.427550362	0.842028042
TRINITY_DN2729_c0_g1	75.03242228	0.056847322	0.118320508	0.44348118	0.852511754
TRINITY_DN4769_c0_g1	29.5994972	0.056840234	0.149587612	0.443953831	0.852511754
TRINITY_DN6695_c0_g1	3.754526778	0.056812762	0.244761519	0.373251131	NA
TRINITY_DN2914_c0_g1	5.161545132	0.056809845	0.224684771	0.409522972	NA
TRINITY_DN643_c0_g1	36.54168776	0.056778856	0.141648464	0.445257082	0.853591032
TRINITY_DN7150_c0_g2	22.948154	0.056704106	0.158618455	0.443774266	0.852511754
TRINITY_DN5344_c0_g1	20.67844052	0.056661939	0.160248799	0.443846773	0.852511754
TRINITY_DN278_c0_g1	20.00141068	0.056660823	0.163524048	0.4433613	0.852511754
TRINITY_DN3233_c0_g2	5.992220809	0.0566566	0.219088372	0.417149881	NA
TRINITY_DN1667_c0_g1	46.64310848	0.05664176	0.130742838	0.446832569	0.854195572
TRINITY_DN5050_c0_g1	14.20232931	0.056624478	0.186877183	0.438287023	0.84804272
TRINITY_DN1281_c1_g1	8.457778493	0.056609923	0.205900541	0.428972833	0.843217193
TRINITY_DN3964_c0_g1	70.60840329	0.056605759	0.121685473	0.446228137	0.853731879
TRINITY_DN28169_c0_g1	5.626917819	0.056519184	0.220529093	0.416455042	NA
TRINITY_DN8222_c0_g1	6.922543759	0.056471619	0.20930244	0.427417944	NA
TRINITY_DN4885_c0_g1	4.023516923	0.056363082	0.240430127	0.385780401	NA
TRINITY_DN1848_c0_g1	6.92657712	0.056361043	0.210627437	0.427108815	NA
TRINITY_DN5036_c0_g1	18.20914979	0.056346872	0.166091649	0.445214854	0.853591032
TRINITY_DN3542_c0_g1	12.67082613	0.056335736	0.182410524	0.441718384	0.850972511
TRINITY_DN458_c7_g1	4.103222784	0.056316394	0.234387036	0.397871617	NA
TRINITY_DN5721_c0_g1	4.996018849	0.056253086	0.223673619	0.414422721	NA
TRINITY_DN841_c0_g1	15.97884454	0.056248849	0.172001975	0.444837334	0.853277721
TRINITY_DN6779_c0_g1	23.20291412	0.05624794	0.157387824	0.447275011	0.854195572
TRINITY_DN5189_c0_g1	18.19447784	0.056245239	0.166521	0.445877536	0.853731879
TRINITY_DN3339_c1_g1	11.18353838	0.056241337	0.18981146	0.439925948	0.849485778
TRINITY_DN3092_c0_g1	62.93390456	0.056202514	0.12270232	0.449530573	0.854195572
TRINITY_DN2172_c0_g1	178.3327331	0.056198708	0.099745657	0.434105937	0.845769248
TRINITY_DN2003_c0_g1	8.128194338	0.056138604	0.201566605	0.434983136	0.84632312
TRINITY_DN11941_c0_g1	7.322246536	0.056126431	0.21480041	0.42501537	NA
TRINITY_DN8418_c0_g1	4.0860705	0.056123256	0.244336963	0.378270019	NA
TRINITY_DN1525_c0_g1	53.25503603	0.056104875	0.130302975	0.450909121	0.854195572
TRINITY_DN15199_c0_g1	7.265215058	0.056060459	0.210358936	0.429365394	NA
TRINITY_DN3207_c0_g4	71.94627803	0.055983086	0.118608618	0.450281117	0.854195572
TRINITY_DN1001_c0_g1	13.98360916	0.055979923	0.184076931	0.443750194	0.852511754
TRINITY_DN5830_c0_g1	2.283703978	0.055970126	0.255934745	0.344919558	NA
TRINITY_DN1198_c1_g1	1.365136575	0.055957641	0.27207026	0.268775075	NA
TRINITY_DN5517_c0_g1	8.463755333	0.055896347	0.203681994	0.435346325	0.846534997
TRINITY_DN10862_c0_g1	2.480718176	0.055890898	0.252024802	0.35834195	NA
TRINITY_DN16_c0_g2	2.389871012	0.055879008	0.257834966	0.338427696	NA
TRINITY_DN2865_c0_g1	11.51572003	0.055870535	0.185302889	0.444140022	0.852511754
TRINITY_DN14966_c0_g1	63.56620963	0.05586495	0.124655155	0.452418955	0.854195572
TRINITY_DN2881_c0_g1	5.506185906	0.055857146	0.220576306	0.420768893	NA
TRINITY_DN90_c0_g1	8.66927315	0.055813853	0.20810157	0.432821613	0.845206885
TRINITY_DN3817_c0_g1	17.41233837	0.055790877	0.171218961	0.448301391	0.854195572
TRINITY_DN511_c0_g1	17.50132376	0.055784376	0.169239164	0.448732141	0.854195572
TRINITY_DN632_c1_g1	268.3116565	0.055765416	0.085971125	0.410602727	0.83325243
TRINITY_DN9638_c0_g1	4.738337966	0.055697268	0.229878272	0.409292876	NA
TRINITY_DN7298_c0_g1	1.409035282	0.055683217	0.270380432	0.279839025	NA
TRINITY_DN5672_c0_g1	43.62948425	0.055591265	0.135620113	0.454662899	0.854195572
TRINITY_DN7733_c0_g1	1.711242654	0.055576954	0.26445535	0.311675895	NA
TRINITY_DN7809_c0_g1	7.035635232	0.055540554	0.208333814	0.434523085	NA
TRINITY_DN7145_c0_g1	34.50743606	0.05550596	0.142311002	0.454715613	0.854195572
TRINITY_DN7044_c0_g1	3.971250344	0.055498972	0.240996128	0.389751701	NA
TRINITY_DN4907_c1_g1	98.68036245	0.055475594	0.108885007	0.449403877	0.854195572
TRINITY_DN2308_c0_g1	5.27888091	0.055470157	0.224701172	0.418223674	NA
TRINITY_DN7875_c0_g1	9.553882623	0.055447155	0.201878733	0.439599853	0.849348758
TRINITY_DN4574_c0_g1	91.15814349	0.055436483	0.112456679	0.452012663	0.854195572
TRINITY_DN836_c1_g1	40.84850383	0.055390132	0.1354869	0.456203605	0.854403263
TRINITY_DN2984_c0_g1	69.44607388	0.055332949	0.128547557	0.456801388	0.854473817
TRINITY_DN1762_c0_g2	58.44256361	0.055320996	0.128201703	0.456882966	0.854473817
TRINITY_DN1552_c0_g1	115.9509286	0.055303788	0.109084528	0.450924494	0.854195572
TRINITY_DN2980_c1_g2	15.94598185	0.055295786	0.174731636	0.451147961	0.854195572
TRINITY_DN591_c1_g1	58.03720634	0.055262948	0.126540026	0.457249644	0.854481912
TRINITY_DN2875_c0_g1	17.5777915	0.055258475	0.168444556	0.452718463	0.854195572
TRINITY_DN1480_c0_g1	31.33549827	0.055228561	0.145205277	0.456469527	0.854473817
TRINITY_DN7577_c0_g1	2.483645307	0.055226427	0.250261329	0.367396672	NA
TRINITY_DN7218_c0_g1	10.86745105	0.055188168	0.191971264	0.446510901	0.854027457
TRINITY_DN1185_c0_g1	15.59941292	0.055160647	0.171623187	0.452806521	0.854195572
TRINITY_DN949_c1_g1	5.203800246	0.055149259	0.221791428	0.424048748	NA
TRINITY_DN239_c1_g1	25.23453681	0.055135293	0.155492425	0.455764328	0.854403263
TRINITY_DN861_c0_g1	63.39982939	0.055134379	0.122908432	0.457862404	0.855104597
TRINITY_DN4056_c0_g1	1.497670186	0.055104423	0.271061223	0.277601646	NA
TRINITY_DN2033_c2_g1	7.193323057	0.055088368	0.21441083	0.43242143	NA
TRINITY_DN1016_c3_g1	7.652578076	0.05506257	0.21036493	0.43619933	0.846709954
TRINITY_DN6953_c0_g1	2.788948215	0.055034757	0.248708506	0.373027689	NA
TRINITY_DN5575_c0_g1	3.331428784	0.055021337	0.244398987	0.384620231	NA
TRINITY_DN796_c0_g1	11.79669194	0.054963471	0.184125805	0.451023529	0.854195572
TRINITY_DN5134_c0_g1	4.990591779	0.054932676	0.223264593	0.423662089	NA
TRINITY_DN4938_c3_g1	13.73705686	0.054923049	0.17980925	0.452591855	0.854195572
TRINITY_DN5706_c0_g3	13.28158582	0.054916081	0.180661231	0.452406039	0.854195572
TRINITY_DN10750_c0_g1	5.008537905	0.054887819	0.226956325	0.418947162	NA
TRINITY_DN25889_c0_g1	1.692475767	0.054861693	0.265002974	0.312033853	NA
TRINITY_DN940_c2_g2	6.131601539	0.054830623	0.215862422	0.432765535	NA
TRINITY_DN3044_c0_g1	4.956325605	0.054788902	0.223851508	0.4238653	NA
TRINITY_DN5323_c0_g1	2.837429084	0.054773478	0.248399627	0.375413754	NA
TRINITY_DN4144_c2_g1	32.21994666	0.054689278	0.143691561	0.4607376	0.856629696
TRINITY_DN2169_c0_g1	40.42822641	0.05468471	0.137009683	0.461486857	0.856993829
TRINITY_DN10439_c0_g1	7.339676223	0.054680459	0.207263278	0.441306225	NA
TRINITY_DN548_c0_g1	10.01163859	0.05465544	0.192351305	0.450156695	0.854195572
TRINITY_DN4646_c0_g2	7.808737678	0.054655249	0.205000051	0.443116628	0.852511754
TRINITY_DN1785_c0_g1	20.76585805	0.054637685	0.178331998	0.45506634	0.854195572
TRINITY_DN3585_c0_g1	102.382229	0.054591009	0.110819822	0.457811134	0.855104597
TRINITY_DN14761_c0_g1	15.0782235	0.054572397	0.185179981	0.453509646	0.854195572
TRINITY_DN1240_c0_g1	10.48041415	0.054531017	0.194030389	0.450290953	0.854195572
TRINITY_DN3610_c0_g1	14.22307804	0.054430956	0.175978088	0.457175696	0.854481912
TRINITY_DN4530_c0_g1	4.49148262	0.054403327	0.241248991	0.395898849	NA
TRINITY_DN42_c0_g2	4.355657748	0.054402913	0.226748538	0.422464695	NA
TRINITY_DN5401_c0_g1	179.4631291	0.054398223	0.097794225	0.446035549	0.853731879
TRINITY_DN16541_c0_g1	2.741893736	0.0543948	0.246725513	0.382290152	NA
TRINITY_DN3614_c0_g1	3.513033825	0.054383192	0.238498767	0.402040704	NA
TRINITY_DN785_c0_g1	23.75920467	0.054355247	0.158115514	0.461189663	0.856991565
TRINITY_DN10859_c0_g1	1.699125949	0.054334839	0.264254465	0.317999639	NA
TRINITY_DN4241_c0_g1	8.139565861	0.05432881	0.200747844	0.448171812	0.854195572
TRINITY_DN7513_c0_g1	14.15708125	0.054311075	0.179027497	0.457272312	0.854481912
TRINITY_DN1455_c0_g1	521.5633998	0.05428426	0.078537594	0.400666133	0.828183463
TRINITY_DN2935_c0_g1	39.58028293	0.054282654	0.145287056	0.463628427	0.857500805
TRINITY_DN2287_c0_g1	10.03316803	0.054268312	0.191305281	0.453396081	0.854195572
TRINITY_DN3817_c6_g1	4.1996332	0.054245723	0.230432482	0.417858743	NA
TRINITY_DN1581_c0_g1	6.942349709	0.054241998	0.211066271	0.441309247	NA
TRINITY_DN8633_c0_g1	50.90002074	0.054226221	0.129089318	0.465406877	0.859311976
TRINITY_DN11755_c0_g1	15.45878352	0.05420867	0.178705862	0.458111012	0.855328973
TRINITY_DN4524_c0_g1	12.46277821	0.05418425	0.185835604	0.456108758	0.854403263
TRINITY_DN2214_c0_g1	8.579878322	0.054155187	0.199268518	0.450276472	0.854195572
TRINITY_DN4344_c0_g1	124.7068662	0.054154734	0.191266269	0.454234526	0.854195572
TRINITY_DN3117_c1_g1	6.911662822	0.054132391	0.215253842	0.438185889	NA
TRINITY_DN5178_c0_g1	7.703207667	0.054116268	0.205985682	0.446220196	0.853731879
TRINITY_DN1984_c1_g1	36.86901366	0.054107004	0.142857581	0.465286504	0.859311976
TRINITY_DN3596_c0_g1	21.45667429	0.054092032	0.158666859	0.463077308	0.857443826
TRINITY_DN3386_c1_g1	10.20743044	0.054079999	0.193064559	0.453984827	0.854195572
TRINITY_DN4228_c0_g1	16.01495978	0.054070462	0.178494541	0.459184526	0.856132896
TRINITY_DN11242_c0_g1	3.541216977	0.054011247	0.245187853	0.388684958	NA
TRINITY_DN2893_c4_g1	21.86628456	0.053993975	0.159388644	0.463696033	0.857500805
TRINITY_DN1982_c0_g1	10.60507552	0.053976325	0.193546759	0.454513465	0.854195572
TRINITY_DN9006_c0_g1	1.911425818	0.05392373	0.263712668	0.322478126	NA
TRINITY_DN1558_c0_g2	36.04433054	0.053911398	0.140649926	0.467060105	0.860460032
TRINITY_DN1626_c0_g1	3.637454714	0.053869018	0.238119242	0.40609919	NA
TRINITY_DN4091_c0_g1	9.699363474	0.053860405	0.199275469	0.452387291	0.854195572
TRINITY_DN1803_c0_g1	16.63477295	0.05383123	0.169785801	0.463003027	0.857443826
TRINITY_DN8709_c0_g1	17.21936304	0.053795296	0.171078107	0.462998607	0.857443826
TRINITY_DN3308_c0_g1	82.06757566	0.053612742	0.115143584	0.467878855	0.860772981
TRINITY_DN5567_c0_g1	2.944838049	0.053607567	0.2457269	0.389713744	NA
TRINITY_DN5848_c0_g1	35.6077072	0.053490179	0.140476727	0.470336033	0.862945438
TRINITY_DN1883_c0_g1	42.63804159	0.053434434	0.132821318	0.471495696	0.863133996
TRINITY_DN4686_c1_g1	37.8433998	0.0534223	0.13797332	0.471150625	0.862945438
TRINITY_DN1767_c0_g2	4.676450857	0.053406763	0.224431964	0.432444342	NA
TRINITY_DN3798_c0_g1	5.192691335	0.053399359	0.221749857	0.435994752	NA
TRINITY_DN18686_c0_g1	1.630555393	0.053370737	0.268369985	0.299871678	NA
TRINITY_DN84_c6_g1	6.30061301	0.053360634	0.214432815	0.444391975	NA
TRINITY_DN396_c0_g1	24.63370494	0.053358997	0.156347271	0.469004711	0.862129587
TRINITY_DN8878_c0_g1	1.677059147	0.053345045	0.267190343	0.306756625	NA
TRINITY_DN10601_c0_g1	179.0191165	0.053322368	0.093703429	0.448266661	0.854195572
TRINITY_DN5093_c0_g1	6.945763057	0.053296983	0.210117757	0.448787224	NA
TRINITY_DN3602_c1_g1	17.79849226	0.053286761	0.168308293	0.467385484	0.860460032
TRINITY_DN4888_c0_g1	9.683236312	0.053275444	0.194520444	0.459146928	0.856132896
TRINITY_DN1_c1_g1	13.20039295	0.053083407	0.18049958	0.465932348	0.859567075
TRINITY_DN3809_c0_g1	12.89225594	0.053071597	0.181130794	0.465831773	0.859567075
TRINITY_DN4460_c0_g1	21.15059358	0.053021301	0.158711848	0.471179527	0.862945438
TRINITY_DN12313_c0_g1	11.83909414	0.053013731	0.188247141	0.463814011	0.857500805
TRINITY_DN1769_c3_g3	4.77687059	0.052963877	0.231917866	0.423882413	NA
TRINITY_DN4746_c0_g1	5.92160666	0.052949438	0.218552102	0.442933435	NA
TRINITY_DN1692_c0_g1	21.55720414	0.052938768	0.163402159	0.470969325	0.862945438
TRINITY_DN1986_c0_g1	34.90392741	0.052936072	0.142508096	0.474375215	0.865818682
TRINITY_DN4265_c0_g1	9.169319633	0.052851833	0.194229001	0.462394264	0.857443826
TRINITY_DN783_c5_g1	624.7979915	0.052770117	0.075514468	0.402992104	0.828183463
TRINITY_DN6739_c0_g1	3.632745056	0.05273843	0.23937766	0.410672074	NA
TRINITY_DN1042_c0_g2	4.778462319	0.052719019	0.224473603	0.437124146	NA
TRINITY_DN498_c0_g1	4.575173029	0.052701551	0.227413117	0.432992505	NA
TRINITY_DN6857_c0_g1	14.22709246	0.052632222	0.178079169	0.470000348	0.862945438
TRINITY_DN7744_c0_g1	8.224033603	0.052626564	0.199029222	0.461487593	0.856993829
TRINITY_DN5405_c0_g1	7.409556073	0.052623346	0.208003974	0.455358149	NA
TRINITY_DN166_c0_g2	48.55895948	0.052582349	0.128480981	0.478382626	0.868018382
TRINITY_DN3365_c0_g1	35.47572933	0.052549151	0.14415935	0.477155197	0.867061459
TRINITY_DN2316_c0_g1	79.61030282	0.052472752	0.11591785	0.477410807	0.867285444
TRINITY_DN365_c0_g1	8.882741207	0.052453136	0.195264546	0.464817128	0.858849801
TRINITY_DN3059_c0_g1	26.45744006	0.052375573	0.148912343	0.477775832	0.867541457
TRINITY_DN1203_c0_g1	23.43724348	0.052355851	0.1583058	0.476348894	0.867061459
TRINITY_DN316_c2_g1	5.555220361	0.052328497	0.219264697	0.446490604	NA
TRINITY_DN2466_c0_g1	3.78676182	0.052322255	0.235884128	0.42077014	NA
TRINITY_DN1021_c0_g1	7.517651773	0.052320224	0.206154892	0.458990997	0.856132896
TRINITY_DN2525_c2_g1	7.210091128	0.052286607	0.212809813	0.453601431	NA
TRINITY_DN5307_c0_g1	93.1831114	0.052277151	0.11171721	0.477157282	0.867061459
TRINITY_DN10858_c0_g1	3.359746824	0.052233095	0.240659313	0.41104284	NA
TRINITY_DN5239_c0_g1	12.69707897	0.052190992	0.180978512	0.472478463	0.864220221
TRINITY_DN9947_c0_g1	18.27994516	0.052190186	0.165965106	0.476182721	0.867061459
TRINITY_DN612_c0_g1	39.86635841	0.052151055	0.137092657	0.481223089	0.868780037
TRINITY_DN4252_c0_g1	15.60951632	0.052112291	0.173691051	0.4750706	0.866343483
TRINITY_DN3598_c1_g1	38.10144448	0.051963071	0.13690724	0.482733298	0.868780037
TRINITY_DN1761_c0_g1	37.05800701	0.051940284	0.137493614	0.482844892	0.868780037
TRINITY_DN2946_c0_g1	14.39891691	0.051919746	0.173181463	0.476661425	0.867061459
TRINITY_DN6997_c0_g1	5.602264135	0.051858292	0.215746782	0.453754254	NA
TRINITY_DN5835_c0_g1	22.91816149	0.051845753	0.162165149	0.47957275	0.868780037
TRINITY_DN6_c3_g1	7.000204807	0.05180266	0.208635009	0.460808634	NA
TRINITY_DN4005_c0_g1	49.11682357	0.051763838	0.128898526	0.484929271	0.868780037
TRINITY_DN284_c0_g1	34.75572879	0.051754463	0.141133339	0.483834584	0.868780037
TRINITY_DN3316_c0_g1	73.83310548	0.051734525	0.121397969	0.484760392	0.868780037
TRINITY_DN1182_c0_g1	45.09408965	0.051731546	0.135112966	0.484770437	0.868780037
TRINITY_DN4565_c0_g1	6.346502906	0.051707699	0.226398935	0.441414501	NA
TRINITY_DN2556_c1_g1	5.352804386	0.051658004	0.22041451	0.449880273	NA
TRINITY_DN688_c0_g1	14.82082566	0.051605875	0.173481665	0.478987614	0.868018382
TRINITY_DN8090_c0_g2	10.95562392	0.05154874	0.188793809	0.474539119	0.865818682
TRINITY_DN10035_c1_g1	4.566868163	0.051432355	0.224884943	0.445562739	NA
TRINITY_DN31584_c0_g1	8.301941862	0.051415589	0.201961501	0.468608055	0.86163834
TRINITY_DN3121_c0_g1	16.17030695	0.051402286	0.172155809	0.480872351	0.868780037
TRINITY_DN622_c0_g1	63.85907491	0.051356828	0.121730496	0.487886667	0.870316379
TRINITY_DN961_c1_g1	17.77819615	0.051346009	0.168647649	0.482109306	0.868780037
TRINITY_DN2779_c0_g1	633.5140854	0.051334696	0.074632699	0.412521746	0.833809893
TRINITY_DN6703_c0_g1	2.497093443	0.051324087	0.249609444	0.392407294	NA
TRINITY_DN6305_c0_g1	18.37925993	0.051301648	0.162918691	0.483639808	0.868780037
TRINITY_DN29544_c0_g1	4.961641645	0.051248577	0.225103912	0.446552776	NA
TRINITY_DN3320_c0_g1	51.64031998	0.051240277	0.127190118	0.489176568	0.871071835
TRINITY_DN3170_c0_g1	24.86494595	0.05122209	0.15327928	0.486048287	0.868987511
TRINITY_DN907_c1_g1	6.07657168	0.051205861	0.214232236	0.460045125	NA
TRINITY_DN152_c0_g1	40.09457993	0.051203628	0.141833196	0.488098732	0.870316379
TRINITY_DN2464_c0_g1	34.43676302	0.051174659	0.14055358	0.48851946	0.870764432
TRINITY_DN7850_c0_g1	8.181424506	0.051168454	0.201794637	0.470559458	0.862945438
TRINITY_DN3160_c0_g1	3.785407751	0.051066517	0.233673521	0.433609609	NA
TRINITY_DN4057_c1_g1	3.675511904	0.05103878	0.234550065	0.432111648	NA
TRINITY_DN744_c0_g1	16.96766598	0.05103404	0.170560075	0.484089617	0.868780037
TRINITY_DN12623_c0_g1	7.8564149	0.051004973	0.201933867	0.471689288	0.863251039
TRINITY_DN19565_c0_g1	3.674423506	0.05097712	0.236761746	0.428051811	NA
TRINITY_DN4579_c3_g1	4.53165699	0.050957093	0.225547788	0.4479825	NA
TRINITY_DN6322_c0_g1	6.398901806	0.050939247	0.211907158	0.464262347	NA
TRINITY_DN962_c0_g3	14.66342052	0.050935389	0.176521278	0.483348348	0.868780037
TRINITY_DN4936_c0_g1	12.81522546	0.050931145	0.180209853	0.482305857	0.868780037
TRINITY_DN2360_c0_g1	60.69623015	0.050923656	0.122760687	0.491549269	0.872244431
TRINITY_DN234_c0_g1	24.4034263	0.050923508	0.156368281	0.487835162	0.870316379
TRINITY_DN5177_c0_g1	2.647891998	0.050899828	0.246614985	0.404170258	NA
TRINITY_DN2911_c0_g1	30.41661372	0.050893145	0.144917681	0.490079513	0.871152611
TRINITY_DN793_c0_g1	53.99626519	0.050876682	0.130544938	0.492020187	0.872280739
TRINITY_DN2100_c1_g1	5.90512683	0.050853273	0.21242096	0.464410133	NA
TRINITY_DN2100_c2_g1	1.761830995	0.0507998	0.261189053	0.349945956	NA
TRINITY_DN4141_c0_g2	1.547097108	0.050788243	0.271780001	0.286822665	NA
TRINITY_DN754_c4_g1	55.80397326	0.050739025	0.126912848	0.493252948	0.872280739
TRINITY_DN880_c0_g1	12.99047075	0.050704636	0.178450247	0.484580329	0.868780037
TRINITY_DN12254_c0_g1	4.380438161	0.050650183	0.226340833	0.448994199	NA
TRINITY_DN148_c3_g1	29.20053821	0.050639925	0.147434485	0.491669173	0.872244431
TRINITY_DN3791_c0_g1	6.85306339	0.050620343	0.206565934	0.471217371	NA
TRINITY_DN176_c1_g1	246.0616721	0.050610603	0.089280552	0.462815131	0.857443826
TRINITY_DN3098_c2_g1	54.05262443	0.050578593	0.124879343	0.494523671	0.872280739
TRINITY_DN7768_c0_g3	8.826726039	0.050568851	0.19533037	0.478902426	0.868018382
TRINITY_DN442_c2_g1	178.9313952	0.05055899	0.09483835	0.473917412	0.865674673
TRINITY_DN2798_c0_g3	67.23714467	0.050506809	0.126401543	0.495148317	0.872280739
TRINITY_DN224_c0_g1	11.28670502	0.050497563	0.18470655	0.484131051	0.868780037
TRINITY_DN15278_c0_g1	2.899962217	0.050489405	0.246836908	0.406168171	NA
TRINITY_DN3942_c0_g1	18.66574484	0.050486718	0.163023758	0.489982184	0.871152611
TRINITY_DN3837_c0_g1	21.23732911	0.050474483	0.15650998	0.491345204	0.872134461
TRINITY_DN1096_c0_g1	25.33503521	0.050418591	0.151001007	0.492799919	0.872280739
TRINITY_DN5950_c0_g1	46.37714986	0.050377549	0.135134275	0.495645321	0.872280739
TRINITY_DN4366_c0_g1	19.81237824	0.050374883	0.165864061	0.490268674	0.871152611
TRINITY_DN5786_c0_g1	1.555362704	0.05036082	0.263857949	0.338563551	NA
TRINITY_DN6169_c1_g1	8.480786264	0.050359197	0.1981839	0.478902756	0.868018382
TRINITY_DN5098_c0_g1	13.34198052	0.050355338	0.179165678	0.48706887	0.869877827
TRINITY_DN2690_c0_g1	371.3282494	0.050283951	0.084321226	0.453674579	0.854195572
TRINITY_DN6313_c0_g1	5.734282003	0.050280767	0.212635215	0.468443797	NA
TRINITY_DN4794_c0_g1	2.962155838	0.050260491	0.241072535	0.423154107	NA
TRINITY_DN1150_c0_g1	29.05526854	0.050259132	0.159726675	0.49242979	0.872280739
TRINITY_DN2406_c0_g2	137.1714786	0.050248262	0.101409434	0.485754514	0.868968921
TRINITY_DN14664_c0_g1	7.038181335	0.0502471	0.207585941	0.473196581	NA
TRINITY_DN132_c1_g1	4.820834703	0.050209812	0.228124448	0.449365973	NA
TRINITY_DN1288_c0_g1	42.29393356	0.050202406	0.132083046	0.497383635	0.872616664
TRINITY_DN7207_c1_g1	4.367999466	0.05018547	0.226897385	0.451479111	NA
